drug	condition
DB14479	D000787
DB14480	D000787
DB00993	D007249
DB00633	D012559
DB00633	D011618
DB00331	D002282
DB00441	D000080424
DB00526	D000080424
DB08935	D000080424
DB00381	D007249
DB00921	D003141
DB01183	D003141
DB01183	D015658
DB01183	D000163
DB11842	D002318
DB01132	D018589
DB00014	D004240
DB00014	D000076385
DB01436	D003928
DB00571	D004067
DB00571	D005770
DB01234	D015508
DB11487	D015508
DB14649	D015508
DB01234	D012913
DB11487	D012913
DB14649	D012913
DB00999	D007669
DB00999	D053040
DB00310	D007669
DB00310	D053040
DB00808	D007669
DB00808	D053040
DB00601	D014946
DB01143	D015179
DB00916	D006967
DB15759	D006967
DB01211	D006967
DB01137	D006967
DB00759	D006967
DB09550	D006967
DB00736	D006967
DB00235	D053120
DB12328	D004266
DB12328	D014412
DB06724	D007011
DB00364	D005401
DB01109	D002543
DB15404	D002543
DB01109	D020299
DB15404	D020299
DB06822	D002543
DB06822	D020299
DB06779	D002543
DB06779	D020299
DB00126	D008175
DB14490	D008175
DB14484	D008175
DB14482	D008175
DB01248	D015266
DB01248	D006528
DB01248	D053842
DB00158	D019584
DB00121	D001281
DB00121	D013923
DB00728	D058186
DB00728	D001145
DB09038	D013927
DB12713	D013927
DB00928	D001855
DB01262	D006402
DB01262	D001855
DB00399	D013274
DB00399	D001201
DB00807	D015812
DB08907	D001943
DB00020	D007674
DB09315	D000784
DB13453	D000784
DB01065	D019973
DB12874	D008107
DB00755	D057896
DB00544	D001913
DB00855	D001913
DB00992	D001913
DB01060	D000707
DB01212	D006967
DB01212	D000707
DB01212	D004342
DB01327	D006967
DB01327	D000707
DB01327	D004342
DB00438	D006967
DB00438	D000707
DB00438	D004342
DB00567	D006967
DB00567	D000707
DB00567	D004342
DB00415	D006967
DB00415	D000707
DB00415	D004342
DB01413	D006967
DB01413	D000707
DB01413	D004342
DB01112	D006967
DB01112	D000707
DB01112	D004342
DB00535	D006967
DB00535	D000707
DB00535	D004342
DB00493	D006967
DB00493	D000707
DB00493	D004342
DB01331	D006967
DB01331	D000707
DB01331	D004342
DB00671	D006967
DB00671	D000707
DB00671	D004342
DB01053	D006967
DB01053	D000707
DB01053	D004342
DB01140	D006967
DB01140	D000707
DB01140	D004342
DB01416	D006967
DB01416	D000707
DB01416	D004342
DB00833	D006967
DB00833	D000707
DB00833	D004342
DB05381	D000707
DB05381	D004342
DB15631	D006258
DB15631	D018307
DB11094	D005264
DB01373	D005264
DB05829	D006620
DB05829	D005264
DB00399	D013789
DB00399	D017086
DB00700	D020257
DB08880	D009362
DB00871	D013224
DB00188	D014523
DB00997	D014565
DB00203	D012509
DB00203	D005770
DB00203	D014565
DB01611	D012393
DB01611	D004890
DB01611	D005483
DB01017	D004890
DB01017	D005483
DB00996	D012393
DB08872	D012393
DB00996	D004890
DB08872	D004890
DB00996	D005483
DB08872	D005483
DB09315	D006323
DB13453	D006323
DB09315	D007511
DB13453	D007511
DB00661	D003424
DB00440	D007767
DB00781	D007767
DB06771	D007767
DB00601	D014394
DB00888	D012175
DB00813	D002637
DB00899	D002637
DB01060	D002761
DB01060	D015209
DB00759	D014141
DB09550	D014141
DB00041	D003586
DB00041	D017726
DB00041	D006679
DB00041	D012173
DB00396	D003920
DB00915	D006948
DB00915	D001289
DB11714	D018284
DB11714	D018269
DB04299	D002296
DB04299	D018200
DB15171	D010003
DB15171	D020370
DB01590	D003536
DB01590	D000231
DB01006	D003536
DB01006	D000231
DB00107	D060825
DB00175	D003924
DB00813	D060825
DB00178	D007246
DB00178	D007248
DB00178	D009845
DB00178	D053627
DB00178	D000072660
DB11678	D006402
DB00404	D006331
DB00404	D009203
DB00404	D054058
DB00404	D000072657
DB00404	D013577
DB00404	D007238
DB00502	D019964
DB00559	D054144
DB03619	D009091
DB03619	D020096
DB00997	D000093284
DB00996	D004630
DB08872	D004630
DB06643	D010014
DB11672	D011618
DB11672	D001523
DB00404	D044342
DB15091	D001171
DB00802	D010149
DB11951	D003866
DB11951	D003863
DB11951	D003865
DB11951	D001523
DB11951	D000066553
DB11672	D009914
DB11672	D005355
DB00297	D017675
DB00297	D011928
DB00297	D012595
DB00297	D045743
DB06663	D009101
DB06663	D054219
DB09099	D009101
DB09099	D054219
DB00668	D002578
DB11124	D002578
DB00297	D002578
DB00104	D011658
DB00104	D054990
DB00136	D001249
DB15557	D001249
DB14851	D009371
DB06791	D004701
DB11082	D005909
DB16310	D001228
DB16310	D055732
DB00312	D006331
DB00915	D000094024
DB00915	D004194
DB00289	D040921
DB00289	D013313
DB00627	D005901
DB15764	D005901
DB00627	D005902
DB15764	D005902
DB15035	D016553
DB00302	D016055
DB00302	D006417
DB00153	D015658
DB00146	D015658
DB00668	D002921
DB00750	D002921
DB09009	D002921
DB00633	D064420
DB00741	D002177
DB14538	D002177
DB14539	D002177
DB14540	D002177
DB14541	D002177
DB14543	D002177
DB14544	D002177
DB00034	D010677
DB00105	D010677
DB00297	D006551
DB00444	D008175
DB00444	D009369
DB00444	D055752
DB00444	D013899
DB00444	D008171
DB00503	D058345
DB01264	D058345
DB01611	D058345
DB00602	D058345
DB11823	D040921
DB11823	D013313
DB00661	D012008
DB00601	D005490
DB00222	D007333
DB04835	D001168
DB04835	D001172
DB06770	D012532
DB01235	D007024
DB16683	D007024
DB01235	D007022
DB16683	D007022
DB00190	D007024
DB16171	D007024
DB00190	D007022
DB16171	D007022
DB00190	D001284
DB16171	D001284
DB15627	D053842
DB08997	D000686
DB00215	D000686
DB01175	D000686
DB00635	D015490
DB01380	D015490
DB14681	D015490
DB00531	D015490
DB00997	D015490
DB00773	D015490
DB00541	D015490
DB00480	D015490
DB01179	D015490
DB01109	D001157
DB15404	D001157
DB00060	D020521
DB15171	D001049
DB15171	D012891
DB15171	D020181
DB01060	D016606
DB00766	D016606
DB00421	D002310
DB00107	D063766
DB08815	D001321
DB00054	D000083242
DB00281	D009765
DB00297	D009765
DB14155	D014592
DB11234	D014592
DB00005	D008175
DB00005	D011471
DB00005	D001859
DB00005	D002100
DB08997	D013577
DB08997	D000074043
DB00215	D000074043
DB00819	D005910
DB00034	D014777
DB00105	D014777
DB00790	D006408
DB00790	D020200
DB00790	D012008
DB00790	D006406
DB00215	D054058
DB00994	D002761
DB00994	D001656
DB00163	D004715
DB14001	D004715
DB14477	D004715
DB11135	D004715
DB06655	D019449
DB00959	D056487
DB14643	D056487
DB00860	D056487
DB14631	D056487
DB14632	D056487
DB15566	D056487
DB01222	D004415
DB00742	D004415
DB00337	D008178
DB00584	D009136
DB00584	D020388
DB00584	D005355
DB01116	D024821
DB00916	D010482
DB15759	D010482
DB00537	D010482
DB01076	D010020
DB00153	D012279
DB00146	D012279
DB00146	D001361
DB02546	D007414
DB01065	D056784
DB00975	D000755
DB00042	D004421
DB00042	D020821
DB01017	D001281
DB00818	D005355
DB00661	D064420
DB00692	D002318
DB00692	D064420
DB00622	D002318
DB00622	D064420
DB00841	D002318
DB00841	D064420
DB01001	D064420
DB13144	D007680
DB01222	D047928
DB09113	D047928
DB12525	D014647
DB12525	D007871
DB12525	D014456
DB00341	D014514
DB00341	D053039
DB00425	D001321
DB00425	D000067877
DB01373	D005076
DB00681	D005355
DB00619	D012468
DB00199	D006501
DB00199	D006975
DB00199	D001927
DB00199	D006973
DB00994	D008103
DB00994	D006501
DB00994	D006975
DB00994	D001927
DB00994	D006973
DB00994	D005355
DB01197	D003922
DB08932	D000787
DB08932	D017566
DB15463	D010051
DB15463	D000077216
DB00282	D012080
DB00860	D003920
DB14631	D003920
DB14632	D003920
DB15566	D003920
DB00860	D003924
DB14631	D003924
DB14632	D003924
DB15566	D003924
DB00479	D012883
DB06149	D012883
DB12390	D008103
DB12390	D005355
DB01331	D001064
DB12597	D001752
DB01043	D015526
DB00936	D003324
DB00580	D007249
DB00104	D016889
DB00104	D005185
DB00104	D014846
DB00104	D014625
DB00351	D051437
DB19378	D051437
DB09570	D012008
DB01192	D009369
DB00327	D009369
DB00956	D009369
DB00854	D009369
DB01373	D000094603
DB00281	D007911
DB00750	D007911
DB09085	D007911
DB14574	D054198
DB14574	D007945
DB00608	D006526
DB00441	D055331
DB00997	D014846
DB00997	D014625
DB15627	D014846
DB15627	D014625
DB00441	D044342
DB01098	D006976
DB01098	D012595
DB01098	D045743
DB01098	D012598
DB00054	D060050
DB00668	D014689
DB00668	D014647
DB00668	D004438
DB00668	D006406
DB11094	D020521
DB00169	D020521
DB09079	D018352
DB00990	D018450
DB00007	D002318
DB09045	D002318
DB01229	D018222
DB13809	D018222
DB01229	D058405
DB13809	D058405
DB01229	D018241
DB13809	D018241
DB00368	D009104
DB01399	D010523
DB01399	D003929
DB06643	D005359
DB06643	D013577
DB00633	D006561
DB00633	D006562
DB06176	D008545
DB06176	D000096142
DB06176	D012878
DB06176	D001749
DB06176	D008107
DB09258	D054556
DB00163	D018798
DB14001	D018798
DB14477	D018798
DB00163	D000090463
DB14001	D000090463
DB14477	D000090463
DB00163	D003677
DB14001	D003677
DB14477	D003677
DB11251	D000740
DB11251	D018798
DB11251	D000090463
DB11251	D003677
DB14003	D000740
DB14003	D018798
DB14003	D000090463
DB14003	D003677
DB06681	D006506
DB06681	D006505
DB06681	D019693
DB01281	D006506
DB01281	D006505
DB01281	D019693
DB01377	D009765
DB00034	D012516
DB00105	D012516
DB00022	D012516
DB01179	D012516
DB01276	D011565
DB00819	D012170
DB09078	D008223
DB00353	D006473
DB00278	D007674
DB00278	D007676
DB00278	D051437
DB00302	D004890
DB00302	D019066
DB01262	D002813
DB05015	D002813
DB01407	D009133
DB01407	D055534
DB01407	D001284
DB00958	D012516
DB06802	D014605
DB06781	D008269
DB06781	D004487
DB09035	D015477
DB09035	D054429
DB09035	D000753
DB06285	D015775
DB18676	D015775
DB09315	D003863
DB13453	D003863
DB09315	D003866
DB13453	D003866
DB09315	D003865
DB13453	D003865
DB09315	D001714
DB13453	D001714
DB00331	D011183
DB01399	D006943
DB01399	D011183
DB00625	D010190
DB00974	D007938
DB00974	D007951
DB00974	D015470
DB00974	D009362
DB00974	D011289
DB00974	D015464
DB00974	D001752
DB00974	D009190
DB00974	D009196
DB00974	D054437
DB01373	D001752
DB00566	D007938
DB00566	D009369
DB00566	D007951
DB00566	D015470
DB00566	D009362
DB00566	D011289
DB00566	D015464
DB00566	D001752
DB00566	D009190
DB00566	D009196
DB00566	D054437
DB00566	D013577
DB00566	D012008
DB14089	D007938
DB14089	D009369
DB14089	D007951
DB14089	D015470
DB14089	D009362
DB14089	D011289
DB14089	D015464
DB14089	D001752
DB14089	D009190
DB14089	D009196
DB14089	D054437
DB14089	D013577
DB14089	D012008
DB00709	D054019
DB00495	D054019
DB01048	D054019
DB00281	D004438
DB00281	D012871
DB00668	D012871
DB00302	D012871
DB00302	D007249
DB01024	D001172
DB00688	D001172
DB00635	D011697
DB00860	D011697
DB14631	D011697
DB14632	D011697
DB15566	D011697
DB00065	D012559
DB09061	D001930
DB09061	D000070642
DB00897	D019970
DB01183	D001168
DB06186	D018307
DB01273	D047928
DB01273	D018879
DB01041	D004938
DB01109	D054070
DB15404	D054070
DB01109	D011186
DB15404	D011186
DB06605	D054070
DB06605	D011186
DB00682	D054070
DB00682	D011186
DB00519	D044342
DB06723	D006506
DB06723	D006505
DB00313	D003865
DB00363	D003866
DB00363	D003865
DB00285	D012559
DB11823	D012559
DB01175	D012559
DB00798	D010930
DB01082	D010930
DB11763	D011289
DB11763	D009190
DB11763	D013577
DB01112	D002821
DB00642	D010534
DB01074	D058065
DB00877	D010300
DB00959	D010300
DB14643	D010300
DB00860	D010300
DB14631	D010300
DB14632	D010300
DB15566	D010300
DB00290	D012878
DB00290	D014456
DB09034	D001321
DB09034	D000067877
DB01220	D006973
DB14492	D018307
DB14492	D012008
DB00435	D003428
DB00983	D016535
DB01274	D016535
DB01409	D016535
DB00571	D000096142
DB00571	D012878
DB00633	D013898
DB00813	D008209
DB00297	D008209
DB00818	D008209
DB01058	D064420
DB00929	D018457
DB01041	D013921
DB01041	D016553
DB00442	D002908
DB00718	D002908
DB13868	D002908
DB00950	D010300
DB00470	D019567
DB01202	D009190
DB01075	D003929
DB01075	D010146
DB01069	D003929
DB01069	D010146
DB00165	D016393
DB00165	D016403
DB01225	D008223
DB01225	D016393
DB01225	D016403
DB00860	D018410
DB14631	D018410
DB14632	D018410
DB15566	D018410
DB11703	D003141
DB11703	D007239
DB01183	D006556
DB00465	D006331
DB00465	D006330
DB00012	D001927
DB00012	D002545
DB00012	D020925
DB00296	D001749
DB00678	D055948
DB14851	D008113
DB00627	D017495
DB15764	D017495
DB01260	D017495
DB00296	D012008
DB01026	D015451
DB05667	D015451
DB00790	D011507
DB00847	D003866
DB00847	D003863
DB00847	D003865
DB00284	D002318
DB00284	D014652
DB00284	D007333
DB00284	D063766
DB01590	D014135
DB01590	D003251
DB09260	D012170
DB00987	D011471
DB11094	D010195
DB11094	D050500
DB00153	D010195
DB00153	D050500
DB00169	D010195
DB00169	D050500
DB00520	D000380
DB00813	D001281
DB00250	D011536
DB00331	D000052
DB01223	D008171
DB01223	D008173
DB01223	D029424
DB00248	D059350
DB01032	D000437
DB01032	D000428
DB00813	D007869
DB00201	D000437
DB01167	D016469
DB01141	D016469
DB01076	D054144
DB00864	D016553
DB04876	D010300
DB00316	D015470
DB01075	D015470
DB01069	D015470
DB00633	D013964
DB01142	D006258
DB00650	D007414
DB00650	D007410
DB11596	D007414
DB11596	D007410
DB05829	D013959
DB08911	D013274
DB08911	D008679
DB00152	D055370
DB15958	D055370
DB00152	D055371
DB15958	D055371
DB00152	D012128
DB15958	D012128
DB01065	D002277
DB01065	D002294
DB01065	D000077195
DB01181	D009396
DB01229	D016066
DB13809	D016066
DB01229	D010996
DB13809	D010996
DB00619	D016066
DB00619	D010996
DB00545	D009209
DB00967	D003231
DB00967	D003233
DB01229	D003251
DB13809	D003251
DB01229	D005402
DB13809	D005402
DB06725	D000544
DB00421	D011024
DB06626	D021441
DB00455	D004194
DB01100	D012559
DB01100	D019967
DB00334	D019967
DB00734	D019967
DB01224	D019967
DB01267	D019967
DB13273	D019967
DB06288	D019967
DB00850	D019967
DB14651	D019967
DB06144	D019967
DB00391	D019967
DB00623	D011618
DB00623	D019967
DB00679	D012559
DB00679	D011618
DB00679	D019967
DB01624	D019967
DB04842	D012559
DB04842	D011618
DB04842	D019967
DB12710	D012559
DB12710	D011618
DB12710	D019967
DB12401	D012559
DB12401	D011618
DB12401	D019967
DB12867	D012559
DB12867	D011618
DB12867	D019967
DB01611	D007757
DB00443	D011843
DB06230	D006930
DB00196	D001321
DB00196	D000067877
DB00196	D002659
DB06186	D014846
DB06186	D014625
DB00041	D002295
DB00303	D010019
DB00560	D010019
DB00560	D017719
DB11575	D060085
DB11575	D015658
DB11611	D007637
DB00122	D003704
DB09277	D003704
DB09563	D003704
DB14006	D003704
DB00122	D060825
DB09277	D060825
DB09563	D060825
DB14006	D060825
DB00281	D012878
DB00281	D002280
DB00281	D001913
DB00668	D012878
DB00668	D002280
DB00668	D001913
DB11124	D012878
DB11124	D002280
DB11124	D001913
DB00043	D000799
DB00630	D061205
DB00860	D004938
DB14631	D004938
DB14632	D004938
DB15566	D004938
DB01002	D012133
DB01002	D010243
DB00188	D001749
DB00188	D002295
DB00188	D014516
DB00641	D058186
DB00973	D058186
DB00175	D058186
DB01097	D001327
DB00758	D012595
DB00758	D045743
DB00758	D012598
DB00999	D053565
DB09128	D006948
DB09128	D001289
DB01050	D014076
DB00201	D014076
DB00657	D012559
DB00727	D018457
DB01261	D009767
DB00877	D002295
DB00877	D014523
DB00877	D014516
DB06287	D002295
DB06287	D014523
DB06287	D014516
DB00571	D006930
DB02546	D013964
DB02546	D000077273
DB02546	D018276
DB02546	D018263
DB02546	D013959
DB01222	D003139
DB01106	D003139
DB11094	D000080343
DB01628	D013180
DB01628	D016512
DB01628	D003288
DB00056	D004165
DB00966	D003920
DB00798	D053717
DB00338	D010024
DB00338	D006620
DB06791	D003967
DB15463	D001943
DB00635	D004630
DB00332	D004630
DB01645	D008175
DB01645	D002289
DB00281	D052878
DB00454	D052878
DB00932	D007239
DB00932	D003141
DB00316	D007246
DB00316	D007247
DB00929	D009767
DB00668	D009298
DB00668	D011595
DB00668	D003221
DB00297	D009298
DB00297	D003221
DB01166	D051436
DB01166	D060050
DB00396	D019584
DB01075	D000080223
DB01069	D000080223
DB01104	D001010
DB00758	D050177
DB00787	D011471
DB00410	D051437
DB00410	D051436
DB00169	D005776
DB11094	D005776
DB00630	D005776
DB06724	D005776
DB01373	D005776
DB00201	D013575
DB00201	D019462
DB06774	D013575
DB06774	D019462
DB00186	D003865
DB00184	D000076064
DB01005	D006450
DB01013	D012594
DB11750	D012594
DB00864	D012594
DB01234	D012220
DB11487	D012220
DB14649	D012220
DB01234	D065631
DB11487	D065631
DB14649	D065631
DB01234	D012221
DB11487	D012221
DB14649	D012221
DB00303	D009369
DB00303	D012004
DB00303	D003110
DB00303	D004240
DB00303	D000076385
DB00303	D043963
DB01109	D000707
DB15404	D000707
DB01024	D002340
DB00688	D002340
DB00877	D002340
DB00635	D002340
DB00864	D002340
DB00864	D050197
DB01234	D001859
DB11487	D001859
DB14649	D001859
DB01234	D001855
DB11487	D001855
DB14649	D001855
DB14517	D003586
DB01039	D007249
DB13873	D007249
DB01205	D008103
DB01205	D006501
DB01205	D001927
DB01205	D005355
DB00297	D012983
DB09077	D012516
DB00231	D008171
DB00231	D008173
DB00231	D029424
DB01137	D007896
DB01137	D016773
DB00988	D011595
DB00988	D012148
DB00988	D013577
DB06812	D000096825
DB06812	D012852
DB11061	D000096825
DB14478	D000096825
DB11061	D012852
DB14478	D012852
DB00107	D059787
DB00335	D000783
DB00335	D001014
DB00335	D017545
DB01197	D000783
DB01197	D001014
DB01197	D017545
DB04572	D020522
DB04572	D015466
DB04572	D015463
DB04572	D008258
DB00083	D020820
DB16820	D020820
DB12023	D006402
DB12023	D017681
DB12023	D004802
DB12023	D007960
DB09068	D006258
DB09068	D011832
DB09035	D009373
DB01592	D003092
DB01592	D003093
DB01592	D014456
DB00642	D014523
DB00338	D006073
DB01112	D047928
DB01112	D005322
DB01112	D012421
DB00778	D047928
DB00778	D005322
DB00778	D012421
DB09035	D011087
DB09035	D006529
DB09035	D011086
DB09035	D013922
DB09035	D013920
DB09035	D013163
DB00563	D012859
DB00503	D008104
DB00811	D008104
DB00932	D006505
DB00932	D008104
DB11827	D051437
DB12251	D007511
DB00072	D014594
DB05773	D014594
DB14962	D014594
DB00947	D002583
DB00947	D001661
DB00947	D014571
DB11652	D002289
DB11652	D002583
DB11652	D001661
DB11652	D014594
DB11652	D014571
DB01169	D006689
DB00450	D006547
DB00450	D010149
DB00450	D006552
DB06262	D020233
DB05271	D001008
DB00296	D002386
DB00860	D003371
DB14631	D003371
DB14632	D003371
DB15566	D003371
DB00860	D000096822
DB14631	D000096822
DB14632	D000096822
DB15566	D000096822
DB00959	D003371
DB14643	D003371
DB00959	D000096822
DB14643	D000096822
DB11446	D007239
DB11446	D003141
DB00163	D020300
DB14001	D020300
DB14477	D020300
DB00163	D001724
DB14001	D001724
DB14477	D001724
DB08935	D008232
DB09570	D016399
DB09570	D016411
DB00289	D005879
DB00289	D013577
DB11130	D009293
DB01041	D000326
DB00316	D009336
DB00482	D009336
DB00996	D001168
DB08872	D001168
DB00996	D009336
DB08872	D009336
DB01236	D001168
DB01236	D009336
DB01236	D000070636
DB01189	D000070636
DB00728	D001168
DB00728	D009336
DB00728	D000070636
DB01339	D001168
DB01339	D009336
DB01339	D000070636
DB12364	D051437
DB00921	D004630
DB00921	D062787
DB00808	D006333
DB08908	D001049
DB08908	D012891
DB08908	D020181
DB00302	D001943
DB01606	D000071074
DB00319	D000071074
DB00479	D000071074
DB00571	D008104
DB00421	D008104
DB00005	D011111
DB00005	D013700
DB00351	D008171
DB19378	D008171
DB00351	D008173
DB19378	D008173
DB00351	D029424
DB19378	D029424
DB01167	D000077277
DB01167	D000095384
DB11771	D005706
DB00544	D007414
DB00877	D005733
DB00877	D016537
DB00635	D005733
DB00635	D016537
DB00959	D005733
DB14643	D005733
DB00959	D016537
DB14643	D016537
DB00073	D005733
DB00073	D016537
DB00201	D009369
DB00653	D003371
DB00297	D006343
DB00297	D001017
DB11776	D003424
DB00338	D006102
DB00338	D006099
DB00083	D006102
DB16820	D006102
DB00083	D006099
DB16820	D006099
DB00238	D006937
DB00238	D050171
DB09118	D006960
DB12116	D009136
DB12116	D020388
DB00531	D003711
DB00531	D020278
DB01073	D003711
DB01073	D020278
DB11988	D009422
DB11988	D003711
DB11988	D020278
DB11988	D001327
DB11988	D007154
DB09035	D018241
DB06186	D017599
DB06186	D018242
DB06186	D018241
DB01050	D013978
DB11760	D009423
DB11760	D016543
DB00419	D006967
DB08954	D011658
DB08954	D054990
DB08954	D005355
DB01001	D011654
DB01001	D001926
DB00620	D015207
DB00422	D011618
DB15569	D000230
DB01395	D065446
DB00396	D065446
DB00198	D003428
DB13997	D003428
DB15675	D003428
DB06292	D050171
DB00682	D000083262
DB06605	D002546
DB00571	D010024
DB00335	D010024
DB04861	D010024
DB00877	D015423
DB00987	D001932
DB06800	D002277
DB06800	D002294
DB06800	D000077195
DB12182	D003876
DB12182	D003872
DB00851	D016399
DB00851	D016411
DB00959	D012220
DB14643	D012220
DB00959	D065631
DB14643	D065631
DB00959	D006255
DB14643	D006255
DB00163	D012178
DB14001	D012178
DB14477	D012178
DB00163	D047928
DB14001	D047928
DB14477	D047928
DB00928	D008527
DB00928	D016543
DB00741	D012131
DB14538	D012131
DB14539	D012131
DB14540	D012131
DB14541	D012131
DB14543	D012131
DB14544	D012131
DB00072	D000071960
DB05773	D000071960
DB14962	D000071960
DB11300	D008103
DB11572	D008103
DB11300	D005355
DB11572	D005355
DB00997	D018211
DB00997	D005918
DB00997	D016586
DB00694	D012516
DB00694	D007890
DB00694	D002813
DB00694	D013584
DB00694	D018317
DB00694	D018319
DB00694	D005354
DB00694	D018234
DB00694	D051642
DB00694	D018227
DB00694	D018219
DB00694	D018211
DB00694	D005918
DB00694	D016586
DB01181	D018227
DB01181	D018211
DB01181	D005918
DB01181	D016586
DB00281	D060545
DB09070	D001943
DB00997	D006402
DB00541	D006402
DB00482	D009196
DB11135	D017719
DB11135	D016523
DB01166	D017719
DB01166	D016523
DB09274	D000081029
DB09274	D065627
DB09274	D006973
DB00755	D005910
DB00755	D001254
DB00755	D009837
DB00844	D003693
DB01221	D000069279
DB00470	D003221
DB04786	D001932
DB04786	D009423
DB04786	D016543
DB01593	D018805
DB01593	D014115
DB00929	D009325
DB00207	D066087
DB14039	D001927
DB14039	D003027
DB14039	D020773
DB14039	D051270
DB14039	D051303
DB00683	D001416
DB00683	D017116
DB00692	D014786
DB00584	D007172
DB00584	D054160
DB09477	D007172
DB09477	D054160
DB00051	D007405
DB00051	D011391
DB00470	D009293
DB00211	D006876
DB00257	D000163
DB01110	D000163
DB00724	D014846
DB00633	D005265
DB01261	D054143
DB01261	D054160
DB08907	D054143
DB08907	D054160
DB00227	D016301
DB00227	D010518
DB00227	D055113
DB00465	D003556
DB00465	D018856
DB06213	D000740
DB06663	D003027
DB06663	D006261
DB01234	D003807
DB11487	D003807
DB14649	D003807
DB00297	D001024
DB06292	D020257
DB12982	D010300
DB00297	D001281
DB00758	D006333
DB00624	D003324
DB01420	D003324
DB13943	D003324
DB13944	D003324
DB13946	D003324
DB16001	D003324
DB16002	D003324
DB00624	D017202
DB01420	D017202
DB13943	D017202
DB13944	D017202
DB13946	D017202
DB16001	D017202
DB16002	D017202
DB00624	D003327
DB01420	D003327
DB13943	D003327
DB13944	D003327
DB13946	D003327
DB16001	D003327
DB16002	D003327
DB00331	D006949
DB00906	D001049
DB00906	D012891
DB00906	D020181
DB01058	D012749
DB01075	D004715
DB01069	D004715
DB00281	D004715
DB01098	D018805
DB01098	D014115
DB01098	D055370
DB00482	D025242
DB01074	D015427
DB01074	D015428
DB01074	D002303
DB00916	D007410
DB15759	D007410
DB01220	D012004
DB00002	D007012
DB01004	D015658
DB01004	D000163
DB01004	D007153
DB00584	D000080039
DB01115	D051437
DB01115	D007676
DB01115	D003324
DB00252	D010523
DB00877	D014652
DB06287	D014652
DB08878	D016889
DB00202	D001919
DB00318	D015154
DB00318	D015155
DB01234	D040921
DB11487	D040921
DB14649	D040921
DB00798	D007039
DB00904	D019969
DB04572	D054219
DB04572	D010954
DB01373	D050197
DB00343	D007239
DB00343	D007251
DB13973	D003092
DB00916	D001762
DB15759	D001762
DB00602	D001762
DB00438	D010195
DB01175	D014947
DB00242	D002761
DB00242	D015209
DB00412	D001714
DB00762	D008107
DB01190	D008175
DB00620	D008175
DB00741	D008175
DB14538	D008175
DB14539	D008175
DB14540	D008175
DB14541	D008175
DB14543	D008175
DB14544	D008175
DB04951	D058186
DB13928	D058729
DB13928	D016491
DB01204	D006689
DB01592	D006331
DB01592	D006330
DB01592	D003490
DB00091	D016553
DB09035	D014571
DB09035	D011248
DB09035	D001745
DB09035	D000091642
DB09035	D014570
DB09035	D052776
DB09035	D052801
DB09035	D005261
DB14851	D014565
DB14851	D014571
DB14851	D011248
DB14851	D001745
DB14851	D000091642
DB14851	D014570
DB14851	D052776
DB14851	D052801
DB14851	D005261
DB00973	D007410
DB00818	D007680
DB00818	D002292
DB01236	D007680
DB01236	D002292
DB01590	D001847
DB11082	D010025
DB00213	D063766
DB00635	D047928
DB00218	D015807
DB01137	D015807
DB01234	D001017
DB11487	D001017
DB14649	D001017
DB08934	D016751
DB06696	D009136
DB06696	D020388
DB00683	D006215
DB00633	D006215
DB00899	D006215
DB01234	D004630
DB11487	D004630
DB14649	D004630
DB00627	D001260
DB15764	D001260
DB00627	D013684
DB15764	D013684
DB09078	D002291
DB09078	D000077273
DB09078	D018263
DB00399	D008654
DB00399	D000086002
DB00254	D054312
DB01394	D020069
DB01394	D052256
DB14126	D007938
DB14126	D016393
DB14126	D016403
DB14126	D007945
DB14126	D015451
DB14126	D008228
DB00300	D007938
DB00300	D016393
DB00300	D016403
DB00300	D007945
DB00300	D015451
DB00300	D008228
DB00073	D006509
DB00316	D020920
DB00316	D020447
DB00277	D053120
DB00850	D019964
DB14651	D019964
DB00203	D009362
DB01638	D000163
DB01638	D015658
DB11300	D019851
DB11572	D019851
DB00177	D009393
DB00177	D011695
DB00177	D011693
DB00575	D005242
DB00575	D008286
DB00930	D005242
DB14973	D006099
DB14973	D016460
DB00841	D065906
DB00635	D013945
DB00635	D013953
DB00465	D021501
DB00762	D009303
DB00476	D011115
DB00899	D017180
DB04868	D008223
DB04868	D008228
DB04868	D016399
DB04868	D016411
DB00912	D008223
DB00912	D016393
DB00912	D020522
DB00912	D016403
DB00196	D020522
DB00338	D016393
DB00338	D020522
DB00338	D016403
DB01017	D057092
DB01017	D001284
DB00296	D010020
DB00766	D013530
DB06215	D004827
DB06215	D004833
DB07615	D017520
DB00734	D012893
DB00734	D020178
DB00465	D000073818
DB00415	D006327
DB09324	D006327
DB11135	D020521
DB11135	D000083242
DB11135	D002544
DB06605	D011507
DB06605	D009404
DB06605	D009401
DB00813	D008103
DB00818	D008103
DB00278	D002545
DB05679	D002318
DB05679	D007249
DB00762	D002051
DB00762	D009181
DB00762	D008224
DB00762	D008228
DB00762	D016393
DB00762	D006689
DB00762	D020522
DB00762	D016399
DB00762	D018442
DB00762	D054198
DB00762	D016403
DB00762	D016400
DB00762	D000069293
DB00762	D009182
DB00762	D012751
DB00762	D016410
DB00762	D015459
DB00762	D017728
DB00762	D064090
DB00762	D007119
DB00762	D013577
DB00333	D051474
DB00734	D000855
DB00734	D000856
DB04951	D008175
DB01590	D002051
DB01590	D009181
DB01590	D009182
DB01590	D012751
DB01590	D008258
